"P6040";"P6020";"P6175";"P1158S1";"DIA_REFERENCIA_2";"P1161S1A1";"P1161S1A2"
"2423";15;"Masculino";"Público";"Secundaria o Media";"Miércoles";2;0
"2424";15;"Masculino";"Público";"Secundaria o Media";"Martes";2;0
"2425";13;"Masculino";"Público";"Secundaria o Media";"Martes";2;0
"2426";15;"Femenino";"Público";"Secundaria o Media";"Lunes";4;0
"2427";12;"Femenino";"Público";"Secundaria o Media";"Lunes";4;0
"2428";9;"Femenino";"Público";"Primaria";"Martes";1;0
"2429";10;"Femenino";"Público";"Primaria";"Miércoles";2;0
"2430";24;"Femenino";"Público";"Tecnológico";"Lunes";2;0
"2431";15;"Femenino";"Público";"Secundaria o Media";"Lunes";0;30
"2432";18;"Femenino";"Público";"Secundaria o Media";"Lunes";0;30
"2433";11;"Masculino";"Público";"Primaria";"Domingo";1;0
"2434";5;"Masculino";"Público";"Preescolar";"Domingo";0;30
"2435";13;"Masculino";"Público";"Secundaria o Media";"Lunes";1;0
"2436";25;"Masculino";"Privado";"Universitario";"Martes";1;0
"2437";19;"Masculino";"Público";"Secundaria o Media";"Lunes";5;0
"2438";11;"Femenino";"Público";"Primaria";"Lunes";3;0
"2439";9;"Masculino";"Público";"Primaria";"Jueves";1;0
"2440";7;"Femenino";"Público";"Primaria";"Jueves";1;0
"2441";10;"Femenino";"Público";"Primaria";"Jueves";0;30
"2442";9;"Masculino";"Público";"Primaria";"Jueves";0;30
"2443";12;"Masculino";"Público";"Secundaria o Media";"Martes";0;30
"2444";17;"Femenino";"Público";"Secundaria o Media";"Sábado";2;0
"2445";16;"Masculino";"Público";"Secundaria o Media";"Lunes";2;0
"2446";12;"Femenino";"Público";"Secundaria o Media";"Lunes";2;0
"2447";21;"Masculino";"Público";"Universitario";"Sábado";4;0
"2448";29;"Masculino";"Público";"Universitario";"Sábado";10;0
"2449";25;"Masculino";"Público";"Universitario";"Viernes";3;0
"2450";19;"Masculino";"Privado";"Universitario";"Viernes";4;0
"2451";9;"Masculino";"Público";"Primaria";"Viernes";2;0
"2452";28;"Femenino";"Privado";"Universitario";"Domingo";3;0
"2453";5;"Femenino";"Privado";"Preescolar";"Domingo";0;30
"2454";29;"Femenino";"Privado";"Técnico";"Martes";3;0
"2455";8;"Masculino";"Público";"Primaria";"Martes";2;0
"2456";9;"Femenino";"Privado";"Primaria";"Viernes";0;15
"2457";7;"Masculino";"Privado";"Primaria";"Viernes";0;15
"2458";13;"Masculino";"Público";"Secundaria o Media";"Viernes";3;0
"2459";15;"Femenino";"Público";"Secundaria o Media";"Viernes";2;0
"2460";20;"Femenino";"Público";"Tecnológico";"Lunes";1;0
"2461";8;"Femenino";"Público";"Primaria";"Jueves";1;0
"2462";14;"Femenino";"Público";"Secundaria o Media";"Viernes";1;0
"2463";10;"Femenino";"Privado";"Primaria";"Miércoles";2;0
"2464";17;"Masculino";"Privado";"Secundaria o Media";"Viernes";2;0
"2465";14;"Masculino";"Privado";"Secundaria o Media";"Viernes";2;0
"2466";19;"Masculino";"Privado";"Universitario";"Lunes";1;0
"2467";15;"Masculino";"Privado";"Secundaria o Media";"Domingo";2;0
"2468";12;"Femenino";"Público";"Secundaria o Media";"Domingo";2;0
"2469";8;"Masculino";"Público";"Primaria";"Domingo";2;0
"2470";21;"Femenino";"Público";"Universitario";"Sábado";4;0
"2471";15;"Masculino";"Público";"Secundaria o Media";"Sábado";6;0
"2472";8;"Masculino";"Público";"Primaria";"Sábado";3;0
"2473";14;"Masculino";"Público";"Secundaria o Media";"Sábado";1;0
"2474";11;"Masculino";"Privado";"Secundaria o Media";"Lunes";3;50
"2475";7;"Femenino";"Privado";"Primaria";"Lunes";2;0
"2476";14;"Femenino";"Privado";"Secundaria o Media";"Martes";3;0
"2477";16;"Masculino";"Privado";"Secundaria o Media";"Miércoles";0;30
"2478";11;"Masculino";"Público";"Secundaria o Media";"Miércoles";0;30
"2479";15;"Masculino";"Público";"Secundaria o Media";"Miércoles";2;30
"2480";10;"Femenino";"Público";"Primaria";"Miércoles";2;0
"2481";5;"Masculino";"Público";"Preescolar";"Miércoles";1;0
"2482";21;"Femenino";"Público";"Universitario";"Martes";2;0
"2483";12;"Masculino";"Público";"Secundaria o Media";"Martes";0;30
"2484";17;"Masculino";"Público";"Secundaria o Media";"Miércoles";0;30
"2485";14;"Masculino";"Público";"Secundaria o Media";"Miércoles";0;30
"2486";11;"Masculino";"Público";"Primaria";"Martes";1;0
"2487";6;"Femenino";"Privado";"Preescolar";"Martes";1;0
"2488";6;"Masculino";"Privado";"Primaria";"Miércoles";2;0
"2489";19;"Femenino";"Privado";"Universitario";"Domingo";3;0
"2490";17;"Femenino";"Privado";"Universitario";"Domingo";3;0
"2491";47;"Femenino";"Público";"Tecnológico";"Miércoles";4;0
"2492";17;"Masculino";"Público";"Secundaria o Media";"Miércoles";1;0
"2493";49;"Femenino";"Público";"Secundaria o Media";"Viernes";2;0
"2494";18;"Femenino";"Público";"Universitario";"Viernes";2;0
"2495";15;"Masculino";"Privado";"Secundaria o Media";"Domingo";3;0
"2496";21;"Masculino";"Público";"Universitario";"Lunes";2;0
"2497";14;"Femenino";"Privado";"Secundaria o Media";"Lunes";2;0
"2498";11;"Femenino";"Privado";"Secundaria o Media";"Sábado";2;0
"2499";10;"Masculino";"Privado";"Primaria";"Sábado";2;0
"2500";12;"Femenino";"Privado";"Secundaria o Media";"Domingo";2;0
"2501";33;"Femenino";"Privado";"Universitario";"Lunes";1;30
"2502";27;"Masculino";"Público";"Universitario";"Lunes";2;0
"2503";8;"Masculino";"Público";"Primaria";"Sábado";2;0
"2504";8;"Femenino";"Público";"Primaria";"Miércoles";1;0
"2505";14;"Femenino";"Público";"Primaria";"Miércoles";0;30
"2506";8;"Femenino";"Público";"Primaria";"Miércoles";0;40
"2507";18;"Femenino";"Privado";"Universitario";"Jueves";3;0
"2508";23;"Femenino";"Privado";"Universitario";"Martes";4;0
"2509";20;"Femenino";"Privado";"Universitario";"Martes";2;0
"2510";9;"Femenino";"Público";"Primaria";"Miércoles";2;0
"2511";8;"Masculino";"Público";"Primaria";"Sábado";1;0
"2512";14;"Femenino";"Privado";"Secundaria o Media";"Jueves";2;0
"2513";9;"Femenino";"Público";"Primaria";"Martes";3;0
"2514";8;"Femenino";"Público";"Primaria";"Martes";2;0
"2515";30;"Masculino";"Público";"Técnico";"Miércoles";2;0
"2516";19;"Masculino";"Público";"Universitario";"Miércoles";4;0
"2517";11;"Masculino";"Público";"Secundaria o Media";"Jueves";4;0
"2518";15;"Masculino";"Privado";"Secundaria o Media";"Jueves";3;0
"2519";10;"Masculino";"Público";"Primaria";"Jueves";1;0
"2520";5;"Masculino";"Público";"Preescolar";"Lunes";1;30
"2521";17;"Femenino";"Privado";"Secundaria o Media";"Jueves";2;0
"2522";15;"Masculino";"Privado";"Secundaria o Media";"Jueves";1;0
"2523";6;"Masculino";"Público";"Primaria";"Jueves";2;0
"2524";25;"Femenino";"Privado";"Especialización";"Viernes";2;0
"2525";21;"Masculino";"Privado";"Doctorado";"Domingo";2;0
"2526";8;"Masculino";"Privado";"Primaria";"Domingo";3;0
"2527";19;"Femenino";"Privado";"Universitario";"Domingo";2;0
"2528";13;"Masculino";"Privado";"Secundaria o Media";"Lunes";2;0
"2529";8;"Masculino";"Privado";"Primaria";"Lunes";2;0
"2530";8;"Masculino";"Privado";"Primaria";"Lunes";1;0
"2531";7;"Femenino";"Privado";"Primaria";"Lunes";1;0
"2532";16;"Masculino";"Privado";"Secundaria o Media";"Jueves";3;0
"2533";25;"Femenino";"Privado";"Especialización";"Martes";1;0
"2534";15;"Masculino";"Privado";"Secundaria o Media";"Martes";2;0
"2535";13;"Masculino";"Público";"Secundaria o Media";"Domingo";1;30
"2536";10;"Femenino";"Público";"Primaria";"Domingo";2;20
"2537";17;"Femenino";"Privado";"Secundaria o Media";"Lunes";2;0
"2538";7;"Masculino";"Privado";"Primaria";"Lunes";2;0
"2539";15;"Femenino";"Privado";"Secundaria o Media";"Miércoles";0;30
"2540";14;"Masculino";"Privado";"Secundaria o Media";"Jueves";2;0
"2541";11;"Femenino";"Privado";"Primaria";"Jueves";1;0
"2542";47;"Masculino";"Público";"Especialización";"Jueves";3;0
"2543";13;"Masculino";"Privado";"Secundaria o Media";"Jueves";0;30
"2544";18;"Masculino";"Público";"Universitario";"Miércoles";4;0
"2545";14;"Masculino";"Privado";"Secundaria o Media";"Miércoles";1;30
"2546";18;"Masculino";"Público";"Secundaria o Media";"Martes";0;40
"2547";15;"Femenino";"Privado";"Secundaria o Media";"Martes";1;0
"2548";12;"Femenino";"Público";"Secundaria o Media";"Lunes";2;0
"2549";9;"Masculino";"Público";"Primaria";"Lunes";1;0
"2550";13;"Masculino";"Público";"Secundaria o Media";"Lunes";2;0
"2551";12;"Masculino";"Público";"Secundaria o Media";"Lunes";1;0
"2552";8;"Masculino";"Público";"Primaria";"Lunes";1;0
"2553";21;"Masculino";"Público";"Tecnológico";"Lunes";2;0
"2554";12;"Femenino";"Público";"Secundaria o Media";"Lunes";0;45
"2555";28;"Masculino";"Privado";"Técnico";"Martes";2;0
"2556";21;"Masculino";"Privado";"Tecnológico";"Miércoles";2;0
"2557";7;"Femenino";"Privado";"Primaria";"Jueves";6;0
"2558";36;"Femenino";"Público";"Secundaria o Media";"Miércoles";2;0
"2559";14;"Masculino";"Público";"Secundaria o Media";"Jueves";6;0
"2560";7;"Femenino";"Privado";"Primaria";"Jueves";3;0
"2561";16;"Femenino";"Público";"Secundaria o Media";"Sábado";2;0
"2562";10;"Masculino";"Privado";"Primaria";"Martes";2;0
"2563";10;"Masculino";"Privado";"Primaria";"Martes";2;0
"2564";23;"Femenino";"Público";"Universitario";"Martes";2;0
"2565";15;"Femenino";"Privado";"Secundaria o Media";"Martes";2;0
"2566";19;"Masculino";"Privado";"Universitario";"Jueves";2;0
"2567";16;"Femenino";"Privado";"Secundaria o Media";"Martes";3;0
"2568";12;"Masculino";"Privado";"Secundaria o Media";"Martes";3;0
"2569";27;"Femenino";"Público";"Secundaria o Media";"Martes";0;30
"2570";19;"Femenino";"Privado";"Universitario";"Martes";2;0
"2571";33;"Femenino";"Privado";"Especialización";"Miércoles";2;0
"2572";10;"Femenino";"Público";"Primaria";"Martes";1;0
"2573";7;"Femenino";"Público";"Primaria";"Martes";1;0
"2574";28;"Femenino";"Privado";"Técnico";"Martes";2;0
"2575";10;"Masculino";"Público";"Primaria";"Jueves";1;0
"2576";8;"Masculino";"Público";"Primaria";"Jueves";2;0
"2577";15;"Femenino";"Público";"Secundaria o Media";"Jueves";2;0
"2578";13;"Masculino";"Público";"Secundaria o Media";"Jueves";2;0
"2579";10;"Femenino";"Público";"Primaria";"Jueves";1;0
"2580";6;"Masculino";"Público";"Primaria";"Jueves";1;0
"2581";16;"Masculino";"Público";"Secundaria o Media";"Jueves";1;0
"2582";16;"Femenino";"Público";"Secundaria o Media";"Viernes";2;0
"2583";15;"Femenino";"Público";"Secundaria o Media";"Viernes";2;0
"2584";8;"Femenino";"Público";"Primaria";"Martes";1;0
"2585";15;"Femenino";"Público";"Secundaria o Media";"Martes";1;30
"2586";6;"Masculino";"Público";"Preescolar";"Sábado";1;0
"2587";15;"Femenino";"Público";"Secundaria o Media";"Martes";1;0
"2588";14;"Masculino";"Público";"Secundaria o Media";"Martes";0;30
"2589";17;"Femenino";"Público";"Secundaria o Media";"Sábado";1;0
"2590";15;"Masculino";"Público";"Secundaria o Media";"Domingo";1;30
"2591";11;"Masculino";"Público";"Primaria";"Domingo";6;0
"2592";9;"Femenino";"Público";"Primaria";"Domingo";2;0
"2593";16;"Femenino";"Público";"Secundaria o Media";"Domingo";2;0
"2594";15;"Femenino";"Público";"Secundaria o Media";"Domingo";3;0
"2595";11;"Femenino";"Público";"Secundaria o Media";"Domingo";1;0
"2596";7;"Masculino";"Público";"Primaria";"Lunes";4;0
"2597";15;"Femenino";"Público";"Secundaria o Media";"Martes";2;0
"2598";12;"Masculino";"Público";"Secundaria o Media";"Martes";2;0
"2599";14;"Femenino";"Público";"Secundaria o Media";"Lunes";0;30
"2600";16;"Masculino";"Público";"Secundaria o Media";"Martes";1;0
"2601";11;"Femenino";"Público";"Secundaria o Media";"Martes";1;0
"2602";15;"Masculino";"Público";"Secundaria o Media";"Viernes";1;30
"2603";12;"Masculino";"Público";"Secundaria o Media";"Viernes";1;0
"2604";11;"Masculino";"Público";"Secundaria o Media";"Viernes";0;40
"2605";11;"Masculino";"Público";"Secundaria o Media";"Viernes";2;0
"2606";48;"Masculino";"Privado";"Especialización";"Miércoles";3;0
"2607";9;"Femenino";"Público";"Primaria";"Miércoles";2;0
"2608";16;"Masculino";"Público";"Secundaria o Media";"Jueves";1;0
"2609";13;"Masculino";"Público";"Secundaria o Media";"Jueves";1;0
"2610";30;"Masculino";"Público";"Tecnológico";"Jueves";2;30
"2611";25;"Femenino";"Público";"Universitario";"Jueves";2;0
"2612";8;"Femenino";"Público";"Primaria";"Martes";1;30
"2613";7;"Femenino";"Público";"Primaria";"Jueves";2;0
"2614";18;"Femenino";"Público";"Tecnológico";"Jueves";2;0
"2615";10;"Masculino";"Público";"Primaria";"Martes";2;0
"2616";7;"Femenino";"Público";"Primaria";"Martes";1;30
"2617";8;"Femenino";"Público";"Primaria";"Viernes";1;0
"2618";17;"Masculino";"Público";"Secundaria o Media";"Viernes";2;0
"2619";9;"Masculino";"Público";"Primaria";"Viernes";2;0
"2620";10;"Masculino";"Privado";"Primaria";"Sábado";2;0
"2621";5;"Masculino";"Privado";"Preescolar";"Lunes";0;30
"2622";19;"Femenino";"Privado";"Universitario";"Domingo";1;30
"2623";16;"Femenino";"Público";"Secundaria o Media";"Domingo";2;0
"2624";15;"Femenino";"Público";"Secundaria o Media";"Martes";2;0
"2625";14;"Masculino";"Público";"Secundaria o Media";"Martes";1;30
"2626";7;"Masculino";"Público";"Preescolar";"Jueves";1;0
"2627";14;"Femenino";"Público";"Secundaria o Media";"Lunes";0;30
"2628";10;"Femenino";"Público";"Primaria";"Domingo";2;0
"2629";13;"Femenino";"Público";"Secundaria o Media";"Lunes";2;0
"2630";11;"Femenino";"Público";"Secundaria o Media";"Lunes";2;0
"2631";8;"Masculino";"Público";"Primaria";"Sábado";1;0
"2632";11;"Femenino";"Público";"Secundaria o Media";"Domingo";2;0
"2633";9;"Femenino";"Público";"Primaria";"Lunes";1;0
"2634";14;"Femenino";"Privado";"Secundaria o Media";"Domingo";2;0
"2635";8;"Masculino";"Público";"Primaria";"Sábado";3;0
"2636";6;"Masculino";"Público";"Primaria";"Sábado";2;0
"2637";9;"Femenino";"Público";"Primaria";"Sábado";0;10
"2638";11;"Masculino";"Público";"Primaria";"Domingo";1;0
"2639";26;"Masculino";"Público";"Universitario";"Sábado";2;0
"2640";5;"Femenino";"Público";"Preescolar";"Sábado";1;0
"2641";15;"Femenino";"Público";"Secundaria o Media";"Sábado";1;0
"2642";12;"Masculino";"Público";"Secundaria o Media";"Sábado";2;0
"2643";8;"Femenino";"Público";"Primaria";"Sábado";1;0
"2644";19;"Masculino";"Privado";"Universitario";"Jueves";3;0
"2645";10;"Masculino";"Privado";"Primaria";"Sábado";3;0
"2646";17;"Femenino";"Público";"Secundaria o Media";"Miércoles";3;0
"2647";9;"Femenino";"Público";"Primaria";"Martes";3;0
"2648";6;"Masculino";"Público";"Primaria";"Martes";2;0
"2649";10;"Masculino";"Privado";"Primaria";"Martes";2;0
"2650";14;"Masculino";"Público";"Secundaria o Media";"Miércoles";1;0
"2651";13;"Masculino";"Público";"Secundaria o Media";"Miércoles";0;30
"2652";16;"Femenino";"Público";"Secundaria o Media";"Jueves";2;0
"2653";14;"Masculino";"Público";"Secundaria o Media";"Sábado";4;0
"2654";12;"Masculino";"Público";"Secundaria o Media";"Sábado";2;0
"2655";8;"Femenino";"Público";"Primaria";"Sábado";1;0
"2656";44;"Femenino";"Privado";"Universitario";"Lunes";2;0
"2657";17;"Femenino";"Público";"Secundaria o Media";"Lunes";3;0
"2658";13;"Masculino";"Público";"Secundaria o Media";"Lunes";2;0
"2659";9;"Masculino";"Público";"Primaria";"Domingo";2;0
"2660";19;"Femenino";"Privado";"Universitario";"Lunes";7;0
"2661";7;"Femenino";"Público";"Primaria";"Martes";2;0
"2662";5;"Masculino";"Privado";"Preescolar";"Martes";1;0
"2663";18;"Femenino";"Privado";"Universitario";"Miércoles";3;0
"2664";10;"Femenino";"Privado";"Primaria";"Miércoles";1;0
"2665";43;"Femenino";"Privado";"Especialización";"Sábado";2;0
"2666";7;"Masculino";"Privado";"Primaria";"Martes";0;30
"2667";22;"Femenino";"Privado";"Universitario";"Miércoles";1;0
"2668";16;"Masculino";"Público";"Secundaria o Media";"Jueves";2;0
"2669";14;"Femenino";"Privado";"Secundaria o Media";"Jueves";3;0
"2670";13;"Femenino";"Público";"Secundaria o Media";"Jueves";2;0
"2671";13;"Femenino";"Público";"Secundaria o Media";"Sábado";0;30
"2672";18;"Masculino";"Público";"Universitario";"Domingo";1;0
"2673";17;"Femenino";"Privado";"Universitario";"Domingo";2;0
"2674";18;"Femenino";"Privado";"Primaria";"Lunes";2;0
"2675";20;"Femenino";"Público";"Universitario";"Martes";2;0
"2676";5;"Masculino";"Público";"Preescolar";"Martes";0;30
"2677";23;"Masculino";"Privado";"Universitario";"Miércoles";1;0
"2678";22;"Femenino";"Privado";"Universitario";"Viernes";2;0
"2679";18;"Masculino";"Público";"Universitario";"Viernes";2;30
"2680";29;"Femenino";"Privado";"Universitario";"Sábado";2;15
"2681";39;"Femenino";"Público";"Secundaria o Media";"Sábado";1;0
"2682";16;"Femenino";"Público";"Secundaria o Media";"Sábado";4;0
"2683";7;"Femenino";"Público";"Primaria";"Martes";3;0
"2684";10;"Masculino";"Público";"Primaria";"Jueves";0;30
"2685";9;"Femenino";"Público";"Primaria";"Jueves";0;20
"2686";24;"Masculino";"Público";"Universitario";"Martes";2;0
"2687";44;"Femenino";"Privado";"Especialización";"Jueves";6;0
"2688";16;"Femenino";"Privado";"Secundaria o Media";"Jueves";0;10
"2689";5;"Femenino";"Privado";"Preescolar";"Viernes";1;0
"2690";7;"Masculino";"Público";"Primaria";"Viernes";3;0
"2691";18;"Masculino";"Público";"Universitario";"Viernes";3;0
"2692";6;"Masculino";"Privado";"Preescolar";"Sábado";1;30
"2693";20;"Femenino";"Público";"Técnico";"Sábado";6;0
"2694";11;"Masculino";"Público";"Primaria";"Lunes";2;0
"2695";20;"Femenino";"Privado";"Universitario";"Viernes";2;0
"2696";19;"Femenino";"Privado";"Universitario";"Viernes";4;0
"2697";7;"Masculino";"Privado";"Primaria";"Martes";1;30
"2698";7;"Femenino";"Privado";"Primaria";"Miércoles";3;0
"2699";6;"Femenino";"Público";"Preescolar";"Miércoles";1;0
"2700";15;"Femenino";"Público";"Secundaria o Media";"Miércoles";1;0
"2701";14;"Masculino";"Público";"Primaria";"Miércoles";0;30
"2702";11;"Femenino";"Público";"Primaria";"Miércoles";0;30
"2703";15;"Femenino";"Público";"Secundaria o Media";"Lunes";1;0
"2704";8;"Masculino";"Público";"Primaria";"Miércoles";0;40
"2705";13;"Femenino";"Privado";"Secundaria o Media";"Martes";2;0
"2706";10;"Masculino";"Público";"Primaria";"Domingo";2;0
"2707";8;"Masculino";"Privado";"Primaria";"Sábado";0;30
"2708";13;"Masculino";"Público";"Secundaria o Media";"Lunes";2;0
"2709";18;"Masculino";"Privado";"Universitario";"Viernes";2;0
"2710";25;"Femenino";"Público";"Universitario";"Martes";4;0
"2711";13;"Femenino";"Privado";"Secundaria o Media";"Martes";0;30
"2712";12;"Masculino";"Público";"Secundaria o Media";"Jueves";1;0
"2713";5;"Femenino";"Público";"Primaria";"Jueves";1;0
"2714";14;"Masculino";"Público";"Secundaria o Media";"Martes";2;0
"2715";12;"Femenino";"Privado";"Secundaria o Media";"Martes";2;0
"2716";7;"Masculino";"Privado";"Preescolar";"Martes";2;0
"2717";21;"Femenino";"Público";"Tecnológico";"Miércoles";2;0
"2718";19;"Masculino";"Privado";"Universitario";"Jueves";3;0
"2719";23;"Masculino";"Privado";"Universitario";"Viernes";3;0
"2720";6;"Masculino";"Público";"Preescolar";"Martes";1;0
"2721";10;"Masculino";"Privado";"Primaria";"Miércoles";1;0
"2722";18;"Femenino";"Público";"Técnico";"Sábado";3;0
"2723";26;"Femenino";"Privado";"Universitario";"Martes";3;0
"2724";19;"Femenino";"Privado";"Universitario";"Miércoles";3;0
"2725";15;"Masculino";"Privado";"Secundaria o Media";"Miércoles";3;0
"2726";13;"Femenino";"Privado";"Secundaria o Media";"Miércoles";3;0
"2727";7;"Femenino";"Privado";"Primaria";"Martes";0;30
"2728";19;"Femenino";"Privado";"Universitario";"Domingo";6;0
"2729";26;"Masculino";"Privado";"Especialización";"Jueves";3;0
"2730";28;"Femenino";"Privado";"Especialización";"Jueves";1;0
"2731";16;"Masculino";"Privado";"Secundaria o Media";"Miércoles";0;30
"2732";11;"Masculino";"Público";"Primaria";"Miércoles";0;30
"2733";11;"Femenino";"Público";"Secundaria o Media";"Viernes";3;0
"2734";22;"Femenino";"Privado";"Universitario";"Lunes";1;0
"2735";12;"Femenino";"Público";"Secundaria o Media";"Miércoles";4;0
"2736";6;"Femenino";"Público";"Primaria";"Miércoles";4;0
"2737";11;"Femenino";"Privado";"Primaria";"Miércoles";2;0
"2738";12;"Femenino";"Público";"Secundaria o Media";"Lunes";1;0
"2739";7;"Femenino";"Privado";"Primaria";"Lunes";2;0
